ALID,ALCD,ALED,ALTX,CEIDSet,CEIDClear,AlarmLevel,AGVAlarmCode
602370,2,80,,1602370,2602370,0,201212
602371,2,80,,1602371,2602371,0,201213
602372,2,80,,1602372,2602372,0,201214
602373,2,80,,1602373,2602373,0,201215
602374,2,80,,1602374,2602374,0,201216
602375,2,80,,1602375,2602375,0,201217
602376,2,80,,1602376,2602376,0,201218
602377,2,80,,1602377,2602377,0,201219
602378,2,80,,1602378,2602378,0,201220
602379,2,80,,1602379,2602379,0,201221
602380,2,80,,1602380,2602380,0,201222
602381,2,80,,1602381,2602381,0,201223
602382,2,80,,1602382,2602382,0,201224
602383,2,80,,1602383,2602383,0,201225
602384,2,80,,1602384,2602384,0,201226
602385,2,80,,1602385,2602385,0,201227
602386,2,80,,1602386,2602386,0,201228
602387,2,80,,1602387,2602387,0,201229
602388,2,80,,1602388,2602388,0,201230
602389,2,80,,1602389,2602389,0,201231
602390,2,80,,1602390,2602390,0,201232
602391,2,80,,1602391,2602391,0,201233
602392,2,80,,1602392,2602392,0,201234
602393,2,80,,1602393,2602393,0,201235
602394,2,80,,1602394,2602394,0,201236
602395,2,80,,1602395,2602395,0,201237
602396,2,80,,1602396,2602396,0,201238
602397,2,80,,1602397,2602397,0,201239
602398,2,80,,1602398,2602398,0,201240
602399,2,80,,1602399,2602399,0,201241
602400,2,80,,1602400,2602400,0,201242
602401,2,80,,1602401,2602401,0,201243
602402,2,80,,1602402,2602402,0,201244
602403,2,80,,1602403,2602403,0,201245
602404,2,80,,1602404,2602404,0,201246
602405,2,80,,1602405,2602405,0,201247
602406,2,80,,1602406,2602406,0,201248
602407,2,80,,1602407,2602407,0,201249
602408,2,80,,1602408,2602408,0,201250
602409,2,80,,1602409,2602409,0,201251
602410,2,80,,1602410,2602410,0,201252
602411,2,80,,1602411,2602411,0,201253
602412,2,80,,1602412,2602412,0,201254
602413,2,80,,1602413,2602413,0,201255
602414,2,80,,1602414,2602414,0,201256
602415,2,80,,1602415,2602415,0,201257
602416,2,80,,1602416,2602416,0,201258
602417,2,80,,1602417,2602417,0,201259
602418,2,80,,1602418,2602418,0,201260
602419,2,80,,1602419,2602419,0,201261
602420,2,80,,1602420,2602420,0,201262
602421,2,80,,1602421,2602421,0,201263
602422,2,80,,1602422,2602422,0,201264
602423,2,80,,1602423,2602423,0,201265
602424,2,80,,1602424,2602424,0,201266
602425,2,80,,1602425,2602425,0,201267
602426,2,80,,1602426,2602426,0,201268
602427,2,80,,1602427,2602427,0,201269
602428,2,80,,1602428,2602428,0,201270
602429,2,80,,1602429,2602429,0,201271
602430,2,80,,1602430,2602430,0,201272
602431,2,80,,1602431,2602431,0,201273
602432,2,80,,1602432,2602432,0,201274
602433,2,80,,1602433,2602433,0,201275
602434,2,80,,1602434,2602434,0,201276
602435,2,80,,1602435,2602435,0,201277
602436,2,80,,1602436,2602436,0,201278
602437,2,80,,1602437,2602437,0,201279
602438,2,80,,1602438,2602438,0,201280
602439,2,80,,1602439,2602439,0,201281
602440,2,80,,1602440,2602440,0,201282
602441,2,80,,1602441,2602441,0,201283
602442,2,80,,1602442,2602442,0,201284
602443,2,80,,1602443,2602443,0,201285
602444,2,80,,1602444,2602444,0,201286
602445,2,80,,1602445,2602445,0,201287
602446,2,80,,1602446,2602446,0,201288
602447,2,80,,1602447,2602447,0,201289
602448,2,80,,1602448,2602448,0,201290
602449,2,80,,1602449,2602449,0,201291
602450,2,80,,1602450,2602450,0,201292
602451,2,80,,1602451,2602451,0,201293
602452,2,80,,1602452,2602452,0,201294
602453,2,80,,1602453,2602453,0,201295
602454,2,80,,1602454,2602454,0,201296
602455,2,80,,1602455,2602455,0,201297
602456,2,80,,1602456,2602456,0,201298
602457,2,80,,1602457,2602457,0,201299
602458,2,80,,1602458,2602458,0,201300
602459,2,80,,1602459,2602459,0,201301
602460,2,80,,1602460,2602460,0,201302
602461,2,80,,1602461,2602461,0,201303
602462,2,80,,1602462,2602462,0,201304
602463,2,80,,1602463,2602463,0,201305
602464,2,80,,1602464,2602464,0,201306
602465,2,80,,1602465,2602465,0,201307
602466,2,80,,1602466,2602466,0,201308
602467,2,80,,1602467,2602467,0,201309
602468,2,80,,1602468,2602468,0,201310
602469,2,80,,1602469,2602469,0,201311
602470,2,80,,1602470,2602470,0,201312
602471,2,80,,1602471,2602471,0,201313
602472,2,80,,1602472,2602472,0,201314
602473,2,80,,1602473,2602473,0,201315
602474,2,80,,1602474,2602474,0,201316
602475,2,80,,1602475,2602475,0,201317
602476,2,80,,1602476,2602476,0,201318
602477,2,80,,1602477,2602477,0,201319
602478,2,80,,1602478,2602478,0,201320
602479,2,80,,1602479,2602479,0,201321
602480,2,80,,1602480,2602480,0,201322
602481,2,80,,1602481,2602481,0,201323
602482,2,80,,1602482,2602482,0,201324
602483,2,80,,1602483,2602483,0,201325
602484,2,80,,1602484,2602484,0,201326
602485,2,80,,1602485,2602485,0,201327
602486,2,80,,1602486,2602486,0,201328
602487,2,80,,1602487,2602487,0,201329
602488,2,80,,1602488,2602488,0,201330
602489,2,80,,1602489,2602489,0,201331
602490,2,80,,1602490,2602490,0,201332
602491,2,80,,1602491,2602491,0,201333
602492,2,80,,1602492,2602492,0,201334
602493,2,80,,1602493,2602493,0,201335
602494,2,80,,1602494,2602494,0,201336
602495,2,80,,1602495,2602495,0,201337
602496,2,80,,1602496,2602496,0,201338
602497,2,80,,1602497,2602497,0,201339
602498,2,80,,1602498,2602498,0,201340
602499,2,80,,1602499,2602499,0,201341
602500,2,80,,1602500,2602500,0,201342
602501,2,80,,1602501,2602501,0,201343
602502,2,80,,1602502,2602502,0,201344
602503,2,80,,1602503,2602503,0,201345
602504,2,80,,1602504,2602504,0,201346
602505,2,80,,1602505,2602505,0,201347
602506,2,80,,1602506,2602506,0,201348
602507,2,80,,1602507,2602507,0,201349
602508,2,80,,1602508,2602508,0,201350
602509,2,80,,1602509,2602509,0,201351
602510,2,80,,1602510,2602510,0,201352
602511,2,80,,1602511,2602511,0,201353
602512,2,80,,1602512,2602512,0,201354
602513,2,80,,1602513,2602513,0,201355
602514,2,80,,1602514,2602514,0,201356
602515,2,80,,1602515,2602515,0,201357
602516,2,80,,1602516,2602516,0,201358
602517,2,80,,1602517,2602517,0,201359
602518,2,80,,1602518,2602518,0,201360
602519,2,80,,1602519,2602519,0,201361
602520,2,80,,1602520,2602520,0,201362
602521,2,80,,1602521,2602521,0,201363
602522,2,80,,1602522,2602522,0,201364
602523,2,80,,1602523,2602523,0,201365
602524,2,80,,1602524,2602524,0,201366
602525,2,80,,1602525,2602525,0,201367
602526,2,80,,1602526,2602526,0,201368
602527,2,80,,1602527,2602527,0,201369
602528,2,80,,1602528,2602528,0,201370
602529,2,80,,1602529,2602529,0,201371
602530,2,80,,1602530,2602530,0,201372
602531,2,80,,1602531,2602531,0,201373
602532,2,80,,1602532,2602532,0,201374
602533,2,80,,1602533,2602533,0,201375
602534,2,80,,1602534,2602534,0,201376
602535,2,80,,1602535,2602535,0,201377
602536,2,80,,1602536,2602536,0,201378
602537,2,80,,1602537,2602537,0,201379
602538,2,80,,1602538,2602538,0,201380
602539,2,80,,1602539,2602539,0,201381
602540,2,80,,1602540,2602540,0,201382
602541,2,80,,1602541,2602541,0,201383
602542,2,80,,1602542,2602542,0,201384
602543,2,80,,1602543,2602543,0,201385
602544,2,80,,1602544,2602544,0,201386
602545,2,80,,1602545,2602545,0,201387
602546,2,80,,1602546,2602546,0,201388
602547,2,80,,1602547,2602547,0,201389
602548,2,80,,1602548,2602548,0,201390
602549,2,80,,1602549,2602549,0,201391
602550,2,80,,1602550,2602550,0,201392
602551,2,80,,1602551,2602551,0,201393
602552,2,80,,1602552,2602552,0,201394
602553,2,80,,1602553,2602553,0,201395
602554,2,80,,1602554,2602554,0,201396
602555,2,80,,1602555,2602555,0,201397
602556,2,80,,1602556,2602556,0,201398
602557,2,80,,1602557,2602557,0,201399
602558,2,80,,1602558,2602558,0,201400
602559,2,80,,1602559,2602559,0,201401
602560,2,80,,1602560,2602560,0,201402
602561,2,80,,1602561,2602561,0,201403
602562,2,80,,1602562,2602562,0,201404
602563,2,80,,1602563,2602563,0,201405
602564,2,80,,1602564,2602564,0,201406
602565,2,80,,1602565,2602565,0,201407
602566,2,80,,1602566,2602566,0,201408
602567,2,80,,1602567,2602567,0,201409
602568,2,80,,1602568,2602568,0,201410
602569,2,80,,1602569,2602569,0,201411
602570,2,80,,1602570,2602570,0,201412
602571,2,80,,1602571,2602571,0,201413
602572,2,80,,1602572,2602572,0,201414
602573,2,80,,1602573,2602573,0,201415
602574,2,80,,1602574,2602574,0,201416
602575,2,80,,1602575,2602575,0,201417
602576,2,80,,1602576,2602576,0,201418
602577,2,80,,1602577,2602577,0,201419
602578,2,80,,1602578,2602578,0,201420
602579,2,80,,1602579,2602579,0,201421
602580,2,80,,1602580,2602580,0,201422
602581,2,80,,1602581,2602581,0,201423
602582,2,80,,1602582,2602582,0,201424
602583,2,80,,1602583,2602583,0,201425
602584,2,80,,1602584,2602584,0,201426
602585,2,80,,1602585,2602585,0,201427
602586,2,80,,1602586,2602586,0,201428
602587,2,80,,1602587,2602587,0,201429
602588,2,80,,1602588,2602588,0,201430
602589,2,80,,1602589,2602589,0,201431
602590,2,80,,1602590,2602590,0,201432
602591,2,80,,1602591,2602591,0,201433
602592,2,80,,1602592,2602592,0,201434
602593,2,80,,1602593,2602593,0,201435
602594,2,80,,1602594,2602594,0,201436
602595,2,80,,1602595,2602595,0,201437
602596,2,80,,1602596,2602596,0,201438
602597,2,80,,1602597,2602597,0,201439
602598,2,80,,1602598,2602598,0,201440
602599,2,80,,1602599,2602599,0,201441
602600,2,80,,1602600,2602600,0,201442
602601,2,80,,1602601,2602601,0,201443
602602,2,80,,1602602,2602602,0,201444
602603,2,80,,1602603,2602603,0,201445
602604,2,80,,1602604,2602604,0,201446
602605,2,80,,1602605,2602605,0,201447
602606,2,80,,1602606,2602606,0,201448
602607,2,80,,1602607,2602607,0,201449
602608,2,80,,1602608,2602608,0,201450
602609,2,80,,1602609,2602609,0,201451
602610,2,80,,1602610,2602610,0,201452
602611,2,80,,1602611,2602611,0,201453
602612,2,80,,1602612,2602612,0,201454
602613,2,80,,1602613,2602613,0,201455
602614,2,80,,1602614,2602614,0,201456
602615,2,80,,1602615,2602615,0,201457
602616,2,80,,1602616,2602616,0,201458
602617,2,80,,1602617,2602617,0,201459
602618,2,80,,1602618,2602618,0,201460
602619,2,80,,1602619,2602619,0,201461
602620,2,80,,1602620,2602620,0,201462
602621,2,80,,1602621,2602621,0,201463
602622,2,80,,1602622,2602622,0,201464
602623,2,80,,1602623,2602623,0,201465
602624,2,80,,1602624,2602624,0,201466
602625,2,80,,1602625,2602625,0,201467
602626,2,80,,1602626,2602626,0,201468
602627,2,80,,1602627,2602627,0,201469
602628,2,80,,1602628,2602628,0,201470
602629,2,80,,1602629,2602629,0,201471
602630,2,80,,1602630,2602630,0,201472
602631,2,80,,1602631,2602631,0,201473
602632,2,80,,1602632,2602632,0,201474
602633,2,80,,1602633,2602633,0,201475
602634,2,80,,1602634,2602634,0,201476
602635,2,80,,1602635,2602635,0,201477
602636,2,80,,1602636,2602636,0,201478
602637,2,80,,1602637,2602637,0,201479
602638,2,80,,1602638,2602638,0,201480
602639,2,80,,1602639,2602639,0,201481
602640,2,80,,1602640,2602640,0,201482
602641,2,80,,1602641,2602641,0,201483
602642,2,80,,1602642,2602642,0,201484
602643,2,80,,1602643,2602643,0,201485
602644,2,80,,1602644,2602644,0,201486
602645,2,80,,1602645,2602645,0,201487
602646,2,80,,1602646,2602646,0,201488
602647,2,80,,1602647,2602647,0,201489
602648,2,80,,1602648,2602648,0,201490
602649,2,80,,1602649,2602649,0,201491
602650,2,80,,1602650,2602650,0,201492
602651,2,80,,1602651,2602651,0,201493
602652,2,80,,1602652,2602652,0,201494
602653,2,80,,1602653,2602653,0,201495
602654,2,80,,1602654,2602654,0,201496
602655,2,80,,1602655,2602655,0,201497
602656,2,80,,1602656,2602656,0,201498
602657,2,80,,1602657,2602657,0,201499
602658,2,80,,1602658,2602658,0,201500
602659,2,80,,1602659,2602659,0,201501
602660,2,80,,1602660,2602660,0,201502
602661,2,80,,1602661,2602661,0,201503
602662,2,80,,1602662,2602662,0,201504
602663,2,80,,1602663,2602663,0,201505
602664,2,80,,1602664,2602664,0,201506
602665,2,80,,1602665,2602665,0,201507
602666,2,80,,1602666,2602666,0,201508
602667,2,80,,1602667,2602667,0,201509
602668,2,80,,1602668,2602668,0,201510
602669,2,80,,1602669,2602669,0,201511
602670,2,80,,1602670,2602670,0,201512
602671,2,80,,1602671,2602671,0,201513
602672,2,80,,1602672,2602672,0,201514
602673,2,80,,1602673,2602673,0,201515
602674,2,80,,1602674,2602674,0,201516
602675,2,80,,1602675,2602675,0,201517
602676,2,80,,1602676,2602676,0,201518
602677,2,80,,1602677,2602677,0,201519
602678,2,80,,1602678,2602678,0,201520
602679,2,80,,1602679,2602679,0,201521
602680,2,80,,1602680,2602680,0,201522
602681,2,80,,1602681,2602681,0,201523
602682,2,80,,1602682,2602682,0,201524
602683,2,80,,1602683,2602683,0,201525
602684,2,80,,1602684,2602684,0,201526
602685,2,80,,1602685,2602685,0,201527
602686,2,80,,1602686,2602686,0,201528
602687,2,80,,1602687,2602687,0,201529
602688,2,80,,1602688,2602688,0,201530
602689,2,80,,1602689,2602689,0,201531
602690,2,80,,1602690,2602690,0,201532
602691,2,80,,1602691,2602691,0,201533
602692,2,80,,1602692,2602692,0,201534
602693,2,80,,1602693,2602693,0,201535
602694,2,80,,1602694,2602694,0,201536
602695,2,80,,1602695,2602695,0,201537
602696,2,80,,1602696,2602696,0,201538
602697,2,80,,1602697,2602697,0,201539
602698,2,80,,1602698,2602698,0,201540
602699,2,80,,1602699,2602699,0,201541
602700,2,80,,1602700,2602700,0,201542
602701,2,80,,1602701,2602701,0,201543
602702,2,80,,1602702,2602702,0,201544
602703,2,80,,1602703,2602703,0,201545
602704,2,80,,1602704,2602704,0,201546
602705,2,80,,1602705,2602705,0,201547
602706,2,80,,1602706,2602706,0,201548
602707,2,80,,1602707,2602707,0,201549
602708,2,80,,1602708,2602708,0,201550
602709,2,80,,1602709,2602709,0,201551
602710,2,80,,1602710,2602710,0,201552
602711,2,80,,1602711,2602711,0,201553
602712,2,80,,1602712,2602712,0,201554
602713,2,80,,1602713,2602713,0,201555
602714,2,80,,1602714,2602714,0,201556
602715,2,80,,1602715,2602715,0,201557
602716,2,80,,1602716,2602716,0,201558
602717,2,80,,1602717,2602717,0,201559
602718,2,80,,1602718,2602718,0,201560
602719,2,80,,1602719,2602719,0,201561
602720,2,80,,1602720,2602720,0,201562
602721,2,80,,1602721,2602721,0,201563
602722,2,80,,1602722,2602722,0,201564
602723,2,80,,1602723,2602723,0,201565
602724,2,80,,1602724,2602724,0,201566
602725,2,80,,1602725,2602725,0,201567
602726,2,80,,1602726,2602726,0,201568
602727,2,80,,1602727,2602727,0,201569
602728,2,80,,1602728,2602728,0,201570
602729,2,80,,1602729,2602729,0,201571
602730,2,80,,1602730,2602730,0,201572
602731,2,80,,1602731,2602731,0,201573
602732,2,80,,1602732,2602732,0,201574
602733,2,80,,1602733,2602733,0,201575
602734,2,80,,1602734,2602734,0,201576
602735,2,80,,1602735,2602735,0,201577
602736,2,80,,1602736,2602736,0,201578
602737,2,80,,1602737,2602737,0,201579
602738,2,80,,1602738,2602738,0,201580
602739,2,80,,1602739,2602739,0,201581
602740,2,80,,1602740,2602740,0,201582
602741,2,80,,1602741,2602741,0,201583
602742,2,80,,1602742,2602742,0,201584
602743,2,80,,1602743,2602743,0,201585
602744,2,80,,1602744,2602744,0,201586
602745,2,80,,1602745,2602745,0,201587
602746,2,80,,1602746,2602746,0,201588
602747,2,80,,1602747,2602747,0,201589
602748,2,80,,1602748,2602748,0,201590
602749,2,80,,1602749,2602749,0,201591
602750,2,80,,1602750,2602750,0,201592
602751,2,80,,1602751,2602751,0,201593
602752,2,80,,1602752,2602752,0,201594
602753,2,80,,1602753,2602753,0,201595
602754,2,80,,1602754,2602754,0,201596
602755,2,80,,1602755,2602755,0,201597
602756,2,80,,1602756,2602756,0,201598
602757,2,80,,1602757,2602757,0,201599
602758,2,80,,1602758,2602758,0,201600
602759,2,80,,1602759,2602759,0,201601
602760,2,80,,1602760,2602760,0,201602
602761,2,80,,1602761,2602761,0,201603
602762,2,80,,1602762,2602762,0,201604
602763,2,80,,1602763,2602763,0,201605
602764,2,80,,1602764,2602764,0,201606
602765,2,80,,1602765,2602765,0,201607
602766,2,80,,1602766,2602766,0,201608
602767,2,80,,1602767,2602767,0,201609
602768,2,80,,1602768,2602768,0,201610
602769,2,80,,1602769,2602769,0,201611
602770,2,80,,1602770,2602770,0,201612
602771,2,80,,1602771,2602771,0,201613
602772,2,80,,1602772,2602772,0,201614
602773,2,80,,1602773,2602773,0,201615
602774,2,80,,1602774,2602774,0,201616
602775,2,80,,1602775,2602775,0,201617
602776,2,80,,1602776,2602776,0,201618
602777,2,80,,1602777,2602777,0,201619
602778,2,80,,1602778,2602778,0,201620
602779,2,80,,1602779,2602779,0,201621
602780,2,80,,1602780,2602780,0,201622
602781,2,80,,1602781,2602781,0,201623
602782,2,80,,1602782,2602782,0,201624
602783,2,80,,1602783,2602783,0,201625
602784,2,80,,1602784,2602784,0,201626
602785,2,80,,1602785,2602785,0,201627
602786,2,80,,1602786,2602786,0,201628
602787,2,80,,1602787,2602787,0,201629
602788,2,80,,1602788,2602788,0,201630
602789,2,80,,1602789,2602789,0,201631
602790,2,80,,1602790,2602790,0,201632
602791,2,80,,1602791,2602791,0,201633
602792,2,80,,1602792,2602792,0,201634
602793,2,80,,1602793,2602793,0,201635
602794,2,80,,1602794,2602794,0,201636
602795,2,80,,1602795,2602795,0,201637
602796,2,80,,1602796,2602796,0,201638
602797,2,80,,1602797,2602797,0,201639
602798,2,80,,1602798,2602798,0,201640
602799,2,80,,1602799,2602799,0,201641
602800,2,80,,1602800,2602800,0,201642
602801,2,80,,1602801,2602801,0,201643
602802,2,80,,1602802,2602802,0,201644
602803,2,80,,1602803,2602803,0,201645
602804,2,80,,1602804,2602804,0,201646
602805,2,80,,1602805,2602805,0,201647
602806,2,80,,1602806,2602806,0,201648
602807,2,80,,1602807,2602807,0,201649
602808,2,80,,1602808,2602808,0,201650
602809,2,80,,1602809,2602809,0,201651
602810,2,80,,1602810,2602810,0,201652
602811,2,80,,1602811,2602811,0,201653
602812,2,80,,1602812,2602812,0,201654
602813,2,80,,1602813,2602813,0,201655
602814,2,80,,1602814,2602814,0,201656
602815,2,80,,1602815,2602815,0,201657
602816,2,80,,1602816,2602816,0,201658
602817,2,80,,1602817,2602817,0,201659
602818,2,80,,1602818,2602818,0,201660
602819,2,80,,1602819,2602819,0,201661
602820,2,80,,1602820,2602820,0,201662
602821,2,80,,1602821,2602821,0,201663
602822,2,80,,1602822,2602822,0,201664
602823,2,80,,1602823,2602823,0,201665
602824,2,80,,1602824,2602824,0,201666
602825,2,80,,1602825,2602825,0,201667
602826,2,80,,1602826,2602826,0,201668
602827,2,80,,1602827,2602827,0,201669
602828,2,80,,1602828,2602828,0,201670
602829,2,80,,1602829,2602829,0,201671
602830,2,80,,1602830,2602830,0,201672
602831,2,80,,1602831,2602831,0,201673
602832,2,80,,1602832,2602832,0,201674
602833,2,80,,1602833,2602833,0,201675
602834,2,80,,1602834,2602834,0,201676
602835,2,80,,1602835,2602835,0,201677
602836,2,80,,1602836,2602836,0,201678
602837,2,80,,1602837,2602837,0,201679
602838,2,80,,1602838,2602838,0,201680
602839,2,80,,1602839,2602839,0,201681
602840,2,80,,1602840,2602840,0,201682
602841,2,80,,1602841,2602841,0,201683
602842,2,80,,1602842,2602842,0,201684
602843,2,80,,1602843,2602843,0,201685
602844,2,80,,1602844,2602844,0,201686
602845,2,80,,1602845,2602845,0,201687
602846,2,80,,1602846,2602846,0,201688
602847,2,80,,1602847,2602847,0,201689
602848,2,80,,1602848,2602848,0,201690
602849,2,80,,1602849,2602849,0,201691
602850,2,80,,1602850,2602850,0,201692
602851,2,80,,1602851,2602851,0,201693
602852,2,80,,1602852,2602852,0,201694
602853,2,80,,1602853,2602853,0,201695
602854,2,80,,1602854,2602854,0,201696
602855,2,80,,1602855,2602855,0,201697
602856,2,80,,1602856,2602856,0,201698
602857,2,80,,1602857,2602857,0,201699
602858,2,80,AlreadyHaveCmd,1602858,2602858,0,201700
602859,2,80,LowPowerCharging,1602859,2602859,0,201701
602860,2,80,LoadingOff,1602860,2602860,0,201702
602861,2,80,CarrierIdReadFail,1602861,2602861,0,201703
602862,2,80,CarrierIdIsError,1602862,2602862,0,201704
602863,2,80,MoveFinishFail,1602863,2602863,0,201705
602864,2,80,LoadingOn,1602864,2602864,0,201706
602865,2,80,ForkCommandExist,1602865,2602865,0,201707
602866,2,80,VehicleCannotUnload,1602866,2602866,0,201708
602867,2,80,ForkCommandExist,1602867,2602867,0,201709
602868,2,80,PositionLostWithCmd,1602868,2602868,0,201710
602869,2,80,ChargeDirectionError,1602869,2602869,0,201711
602870,2,80,StartChargeTimeout,1602870,2602870,0,201712
602871,2,80,VehicleCannotload,1602871,2602871,0,201713
602872,2,80,AlreadyHaveCst,1602872,2602872,0,201714
602873,2,80,NoCstToUnload,1602873,2602873,0,201715
602874,2,80,MapCheckFail,1602874,2602874,0,201716
602875,2,80,IsNotTransferCannotOverride,1602875,2602875,0,201717
602876,2,80,IsNotMoveStepCannotOverride,1602876,2602876,0,201718
602877,2,80,IsNotPauseCannotOverride,1602877,2602877,0,201719
602878,2,80,OverrideUnloadAddressUnmatch,1602878,2602878,0,201720
602879,2,80,OverrideLoadAddressUnmatch,1602879,2602879,0,201721
602880,2,80,OverrideToUnloadIsEmpty,1602880,2602880,0,201722
602881,2,80,OverrideToLoadIsEmpty,1602881,2602881,0,201723
602882,2,80,CheckOverrideException,1602882,2602882,0,201724
602883,2,80,CarrierIdMisMatch,1602883,2602883,0,201725
602884,2,80,IsCarrierIdReadReplyTimeout,1602884,2602884,0,201726
602885,2,80,VehicleHasAlarm,1602885,2602885,0,201727
602886,2,80,ManualToAutoFail,1602886,2602886,0,201728
602887,2,80,ManualToAutoFail,1602887,2602887,0,201729
602888,2,80,IsNotTransferCannotAvoid,1602888,2602888,0,201730
602889,2,80,IsNotMoveStepCannotAvoid,1602889,2602889,0,201731
602890,2,80,IsNotPauseCannotAvoid,1602890,2602890,0,201732
602891,2,80,CheckAvoidException,1602891,2602891,0,201733
602892,2,80,Send PLC to Stop AGV,1602892,2602892,0,201734
602893,2,80,Reserve : Get Reserve with MoveControl Idle,1602893,2602893,0,201735
602894,2,80,Reserve : Get Reserve position not math,1602894,2602894,0,201736
602895,2,80,STurn : AGV turning with GroupTurn not Ready,1602895,2602895,0,201737
602896,2,80,MotionDriver Axis Error,1602896,2602896,0,201738
602897,2,80,MotionDriver Axis XFL Error,1602897,2602897,0,201739
602898,2,80,MotionDriver Axis XFR Error,1602898,2602898,0,201740
602899,2,80,MotionDriver Axis XRL Error,1602899,2602899,0,201741
602900,2,80,MotionDriver Axis XRR Error,1602900,2602900,0,201742
602901,2,80,MotionDriver Axis TFL Error,1602901,2602901,0,201743
602902,2,80,MotionDriver Axis TFR Error,1602902,2602902,0,201744
602903,2,80,MotionDriver Axis TRL Error,1602903,2602903,0,201745
602904,2,80,MotionDriver Axis TRR Error,1602904,2602904,0,201746
602905,2,80,MotionDriver Axis VXFL Error,1602905,2602905,0,201747
602906,2,80,MotionDriver Axis VXFR Error,1602906,2602906,0,201748
602907,2,80,MotionDriver Axis VXRL Error,1602907,2602907,0,201749
602908,2,80,MotionDriver Axis VXRR Error,1602908,2602908,0,201750
602909,2,80,MotionDriver Axis VTFL Error,1602909,2602909,0,201751
602910,2,80,MotionDriver Axis VTFR Error,1602910,2602910,0,201752
602911,2,80,MotionDriver Axis VTRL Error,1602911,2602911,0,201753
602912,2,80,MotionDriver Axis VTRR Error,1602912,2602912,0,201754
602913,2,80,MotionDriver Axis GX Error,1602913,2602913,0,201755
602914,2,80,MotionDriver Axis GT Error,1602914,2602914,0,201756
602915,2,80,LocateDriver_SR2000 LON Exception,1602915,2602915,0,201757
602916,2,80,LocateDriver_SLAM_Sick wrong locate,1602916,2602916,0,201758
602917,2,80,CreateMoveCommandList Fail,1602917,2602917,0,201759
602918,2,80,Can't Override : Can't Pause now,1602918,2602918,0,201760
602919,2,80,Can't Auto : MoveControl Status is not Idle,1602919,2602919,0,201761
602920,2,80,Can't Auto : Motion Driver Disconnect,1602920,2602920,0,201762
602921,2,80,Can't Auto : MoveCommandControl Intail Fail,1602921,2602921,0,201763
602922,2,80,Can't Auto : Closing program,1602922,2602922,0,201764
602923,2,80,Can't Auto : Axis Error,1602923,2602923,0,201765
602924,2,80,Can't Auto : Wait ResetAlarm Finish,1602924,2602924,0,201766
602925,2,80,Can't Auto : JogPitch Action,1602925,2602925,0,201767
602926,2,80,Can't Auto : LocateControl Intail Fail,1602926,2602926,0,201768
602927,2,80,Can't Auto : Locate Driver Disconnect,1602927,2602927,0,201769
602928,2,80,Can't Auto : Locate Driver Error,1602928,2602928,0,201770
602929,2,80,Can't Auto : AutoAction Fail,1602929,2602929,0,201771
602930,2,80,Reject Move Command : MovecmdInfo data error,1602930,2602930,0,201772
602931,2,80,Reject Move Command : Closing Program,1602931,2602931,0,201773
602932,2,80,Reject Move Command : MoveControl Status is not Idle,1602932,2602932,0,201774
602933,2,80,Reject Move Command : Charging,1602933,2602933,0,201775
602934,2,80,Reject Move Command : Fork isn't in home Status,1602934,2602934,0,201776
602935,2,80,Reject Move Command : MoveControl driver disconnect,1602935,2602935,0,201777
602936,2,80,Reject Move Commandmiddler : No current coordinates,1602936,2602936,0,201778
602937,2,80,Reject Move Command : Not is start position,1602937,2602937,0,201779
602938,2,80,Reject Move Command : Not is start AGV angle,1602938,2602938,0,201780
602939,2,80,Reject Move Command : in cancel flow,1602939,2602939,0,201781
602940,2,80,Reject Move Command : in AutoRetry flow,1602940,2602940,0,201782
602941,2,80,Can't Reset Alarm : Main Flow Exception,1602941,2602941,0,201783
602942,2,80,Can't Reset Alarm : stop in turn flow,1602942,2602942,0,201784
602943,2,80,Can't Reset Alarm : vehicle not in section,1602943,2602943,0,201785
602944,2,80,Can't Reset Alarm : Locate Control Error,1602944,2602944,0,201786
602945,2,80,Can't Reset Alarm : Motion Control Error,1602945,2602945,0,201787
602946,2,80,Can't AutoReset : Special Alarm,1602946,2602946,0,201788
602947,2,80,Batterys Charging Time Out,1602947,2602947,0,201789
602948,2,80,,1602948,2602948,0,201790
602949,2,80,,1602949,2602949,0,201791
602950,2,80,,1602950,2602950,0,201792
602951,2,80,,1602951,2602951,0,201793
602952,2,80,,1602952,2602952,0,201794
602953,2,80,,1602953,2602953,0,201795
602954,2,80,,1602954,2602954,0,201796
602955,2,80,,1602955,2602955,0,201797
602956,2,80,,1602956,2602956,0,201798
602957,2,80,,1602957,2602957,0,201799
602958,2,80,,1602958,2602958,0,201800
602959,2,80,,1602959,2602959,0,201801
602960,2,80,,1602960,2602960,0,201802
602961,2,80,,1602961,2602961,0,201803
602962,2,80,,1602962,2602962,0,201804
602963,2,80,,1602963,2602963,0,201805
602964,2,80,,1602964,2602964,0,201806
602965,2,80,,1602965,2602965,0,201807
602966,2,80,,1602966,2602966,0,201808
602967,2,80,,1602967,2602967,0,201809
602968,2,80,,1602968,2602968,0,201810
602969,2,80,,1602969,2602969,0,201811
602970,2,80,,1602970,2602970,0,201812
602971,2,80,,1602971,2602971,0,201813
602972,2,80,,1602972,2602972,0,201814
602973,2,80,,1602973,2602973,0,201815
602974,2,80,,1602974,2602974,0,201816
